Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density, Adults with Obesity
1359485,The Fresh Market,36.0310296,-86.7915084,"235 Franklin Rd, Brentwood, TN, 37027",235 Franklin Rd,Brentwood,TN,37027,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
2451314,Oh My Chives Natural Market,35.9508652,-86.6681717,"7332 Nolensville Road Suite 304, Nolensville, TN, 37135",7332 Nolensville Road Suite 304,Nolensville,TN,37135,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1359320,Publix,35.8637553,-86.8431319,"5021 Hughes Crossing Boulevard, Franklin, TN, 37064",5021 Hughes Crossing Boulevard,Franklin,TN,37064,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1359319,Publix,35.9247172,-86.7959121,"1400 Liberty Pike Suite 200, Franklin, TN, 37067",1400 Liberty Pike Suite 200,Franklin,TN,37067,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1595559,Publix,35.9646302,-86.8831063,"2020 Fieldstone Parkway, Franklin, TN, 37069",2020 Fieldstone Parkway,Franklin,TN,37069,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1359317,Publix,35.9646302,-86.8831063,"2020 Fieldstone Parkway, Franklin, TN, 37069",2020 Fieldstone Parkway,Franklin,TN,37069,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1595560,Publix,35.9124524,-86.8284664,"1021 Riverside Drive, Franklin, TN, 37064",1021 Riverside Drive,Franklin,TN,37064,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1359318,Publix,35.9124524,-86.8284664,"1021 Riverside Drive, Franklin, TN, 37064",1021 Riverside Drive,Franklin,TN,37064,Williamson,Farmer Focus,Food Chains,255735.0,0.0009345611668328544,22.5
1359359,Publix,36.2234698,-86.3450429,"1703 West Main Street, Lebanon, TN, 37087",1703 West Main Street,Lebanon,TN,37087,Wilson,Farmer Focus,Food Chains,151917.0,0.0008754780570969674,33.7
1595544,Publix,36.2234698,-86.3450429,"1703 West Main Street, Lebanon, TN, 37087",1703 West Main Street,Lebanon,TN,37087,Wilson,Farmer Focus,Food Chains,151917.0,0.0008754780570969674,33.7
1595546,Publix,36.1614431,-86.512445,"665 South Mt Juliet Road, Mount Juliet, TN, 37122",665 South Mt Juliet Road,Mount Juliet,TN,37122,Wilson,Farmer Focus,Food Chains,151917.0,0.0008754780570969674,33.7
1359371,Publix,36.1614431,-86.512445,"665 South Mt Juliet Road, Mount Juliet, TN, 37122",665 South Mt Juliet Road,Mount Juliet,TN,37122,Wilson,Farmer Focus,Food Chains,151917.0,0.0008754780570969674,33.7
1595545,Publix,36.2329933,-86.5143396,"11207 Lebanon Road, Mount Juliet, TN, 37122",11207 Lebanon Road,Mount Juliet,TN,37122,Wilson,Farmer Focus,Food Chains,151917.0,0.0008754780570969674,33.7
001.025.0195,West End Avenue,36.142565,-86.815541,"3106 W End Ave, Nashville, TN, 37203",3106 W End Ave,Nashville,TN,37203,Davidson,Maggiano's Little Italy,Food Chains,703953.0,0.000869376222560313,29.2
1118,Perkins - Memphis Poplar Ave & S. Highland Street,35.12764,-89.9467056,"3455 Poplar Avenue, Memphis, TN, 38111",3455 Poplar Avenue,Memphis,TN,38111,Shelby,Perkins Restaurant And Bakery,Food Chains,924454.0,0.0007680209074761967,34.9
1269,Perkins - Collierville,35.0467372,-89.6940129,"960 W Poplar Avenue, Collierville, TN, 38017",960 W Poplar Avenue,Collierville,TN,38017,Shelby,Perkins Restaurant And Bakery,Food Chains,924454.0,0.0007680209074761967,34.9
2524,Perkins - Memphis - Park Ave,35.1068434,-89.8915471,"5112 Park Avenue, Memphis, TN, 38117",5112 Park Avenue,Memphis,TN,38117,Shelby,Perkins Restaurant And Bakery,Food Chains,924454.0,0.0007680209074761967,34.9
2395,Perkins - Kingsport,36.4768386,-82.4922384,"4618 Fort Henry Drive, Kingsport, TN, 37663",4618 Fort Henry Drive,Kingsport,TN,37663,Sullivan,Perkins Restaurant And Bakery,Food Chains,159265.0,0.0009606630458669514,33.3
2436,Perkins - Jackson,35.6699618,-88.8575386,"999 Vann Dr, Jackson, TN, 38305",999 Vann Dr,Jackson,TN,38305,Madison,Perkins Restaurant And Bakery,Food Chains,98775.0,0.0012655024044545685,40.2
3829,Perkins - Germantown,35.1124051,-89.801576,"1340 So Germantown Pkwy, Germantown, TN, 38138",1340 So Germantown Pkwy,Germantown,TN,38138,Shelby,Perkins Restaurant And Bakery,Food Chains,924454.0,0.0007680209074761967,34.9
,Alcoa,35.769902,-83.983966,"523 Louisville Road, Alcoa, TN, 37701",523 Louisville Road,Alcoa,TN,37701,Blount,Lee's Famous Recipe,Food Chains,137605.0,0.0006976490679844482,35.9
10601049,Gallatin Tn #330,36.3645939,-86.4445426,"207 Maharris Drive Suite C-D, Gallatin, TN, 37066",207 Maharris Drive Suite C-D,Gallatin,TN,37066,Sumner,Mooyah,Food Chains,200557.0,0.0007080281416255728,27.2
13630,Knoxville Tn #117 - Kingston Pike,35.9384186,-83.9850625,"7301 Old Kingston Pike, Knoxville, TN, 37919",7301 Old Kingston Pike,Knoxville,TN,37919,Knox,Mooyah,Food Chains,486677.0,0.0008321741113716079,29.1
5829411,Franklin Tn #324,35.9350401,-86.8261656,"1560 W Mcewen Dr, Franklin, TN, 37067",1560 W Mcewen Dr,Franklin,TN,37067,Williamson,Mooyah,Food Chains,255735.0,0.0009345611668328544,22.5
1168506,Brentwood Tn #303,36.0321158,-86.7901184,"213 Franklin Rd Ste 160, Brentwood, TN, 37027",213 Franklin Rd Ste 160,Brentwood,TN,37027,Williamson,Mooyah,Food Chains,255735.0,0.0009345611668328544,22.5
,Bruegger's Bagels Franklin Road/Brentwood,36.0254984,-86.7919648,"330 Franklin Road, Brentwood, TN, 37027",330 Franklin Road,Brentwood,TN,37027,Williamson,Bruegger's,Food Chains,255735.0,0.0009345611668328544,22.5
,Bruegger's Bagels Harding Road,36.10091509,-86.87038443,"5311 Harding Rd, Nashville, TN, 37205",5311 Harding Rd,Nashville,TN,37205,Davidson,Bruegger's,Food Chains,703953.0,0.000869376222560313,29.2
1715,"Dickey's Barbecue Pit, Knoxville - Hardin Valley Rd",35.945388,-84.164657,"10853 Hardin Valley Road, Knoxville, TN, 37932",10853 Hardin Valley Road,Knoxville,TN,37932,Knox,Dickey's Barbecue Pit,Food Chains,486677.0,0.0008321741113716079,29.1
905,"Dickey's Barbecue Pit, Brentwood - Moores Ln",35.965203,-86.801241,"8113 Moores Lane, Brentwood, TN, 37027",8113 Moores Lane,Brentwood,TN,37027,Williamson,Dickey's Barbecue Pit,Food Chains,255735.0,0.0009345611668328544,22.5
1040,"Dickey's Barbecue Pit, Farragut - Parkside Dr",35.899961,-84.166117,"11483 Parkside Drive, Farragut, TN, 37934",11483 Parkside Drive,Farragut,TN,37934,Knox,Dickey's Barbecue Pit,Food Chains,486677.0,0.0008321741113716079,29.1
3197,"Dickey's Barbecue Pit, Johnson City-West Mountcastle Drive",36.340733,-82.376971,"2104 West Mountcastle Drive, Johnson City, TN, 37604",2104 West Mountcastle Drive,Johnson City,TN,37604,Washington,Dickey's Barbecue Pit,Food Chains,134236.0,0.0009386453708394171,33.9
752,"Dickey's Barbecue Pit, Clarksville - Madison St",36.511085,-87.269017,"2345 Madison Street, Clarksville, TN, 37043",2345 Madison Street,Clarksville,TN,37043,Montgomery,Dickey's Barbecue Pit,Food Chains,227900.0,0.0007591048705572619,36.2
4892,"Dickey's Barbecue Pit, Chattanooga - Cherokee Blvd",35.065682,-85.313066,"325 Cherokee Boulevard, Chattanooga, TN, 37405",325 Cherokee Boulevard,Chattanooga,TN,37405,Hamilton,Dickey's Barbecue Pit,Food Chains,369135.0,0.00093732645238192,31.2
71,"Memphis, Tn - Wolfchase",35.204242,-89.783698,"8385 Us Hwy 64 Ste 101 Wolfchase Center, Memphis, TN, 38133",8385 Us Hwy 64 Ste 101 Wolfchase Center,Memphis,TN,38133,Shelby,Buffalo Wild Wings,Food Chains,924454.0,0.0007680209074761967,34.9
819,"Murfreesboro, Tn",35.8593677,-86.4424647,"2535 Medical Center Parkway, Murfreesboro, TN, 37129",2535 Medical Center Parkway,Murfreesboro,TN,37129,Rutherford,Buffalo Wild Wings,Food Chains,352182.0,0.0008319562044624654,33.3
305,"Clarksville, Tn",36.589919,-87.292919,"110 S Hampton Pl, Clarksville, TN, 37040",110 S Hampton Pl,Clarksville,TN,37040,Montgomery,Buffalo Wild Wings,Food Chains,227900.0,0.0007591048705572619,36.2
304,"Sevierville, Tn",35.841047,-83.568009,"1430 Hurley Dr, Sevierville, TN, 37862",1430 Hurley Dr,Sevierville,TN,37862,Sevier,Buffalo Wild Wings,Food Chains,99517.0,0.0014871830943456897,44.0
91,"Memphis, Tn - Hacks Cross Rd",35.045682,-89.79537,"3770 Hack's Cross Rd Hacks Crossing Retail Center, Memphis, TN, 38125",3770 Hack's Cross Rd Hacks Crossing Retail Center,Memphis,TN,38125,Shelby,Buffalo Wild Wings,Food Chains,924454.0,0.0007680209074761967,34.9
239,"Hermitage, Tn",36.190233,-86.615125,"5215 Old Hickory Blvd Hermitage Commons, Hermitage, TN, 37076",5215 Old Hickory Blvd Hermitage Commons,Hermitage,TN,37076,Davidson,Buffalo Wild Wings,Food Chains,703953.0,0.000869376222560313,29.2
286,"Kingsport, Tn",36.545845,-82.515074,"1721 E Stone Dr East Stone Commons, Kingsport, TN, 37660",1721 E Stone Dr East Stone Commons,Kingsport,TN,37660,Sullivan,Buffalo Wild Wings,Food Chains,159265.0,0.0009606630458669514,33.3
694,"Millington, Tn",35.359714,-89.892264,"8544 N Us Hwy 51 Ste 101, Millington, TN, 38053",8544 N Us Hwy 51 Ste 101,Millington,TN,38053,Shelby,Buffalo Wild Wings,Food Chains,924454.0,0.0007680209074761967,34.9
173,"Smyrna, Tn",35.984967,-86.552333,"430 Sam Ridley Pkwy W Ross Creek Center, Smyrna, TN, 37167",430 Sam Ridley Pkwy W Ross Creek Center,Smyrna,TN,37167,Rutherford,Buffalo Wild Wings,Food Chains,352182.0,0.0008319562044624654,33.3
240,"Hendersonville, Tn",36.3307537,-86.5929186,"310 Indian Lake Blvd The Streets Of Indian Lake, Hendersonville, TN, 37075",310 Indian Lake Blvd The Streets Of Indian Lake,Hendersonville,TN,37075,Sumner,Buffalo Wild Wings,Food Chains,200557.0,0.0007080281416255728,27.2
218,"Alcoa, Tn",35.769314,-83.987099,"224 Hamilton Crossings Dr Hamilton Crossing, Alcoa, TN, 37701",224 Hamilton Crossings Dr Hamilton Crossing,Alcoa,TN,37701,Blount,Buffalo Wild Wings,Food Chains,137605.0,0.0006976490679844482,35.9
251,"Nashville, Tn - Nashville West Center",36.133168,-86.891294,"6816 Charlotte Pike Ste 110 Nashville West Shopping Center, Nashville, TN, 37209",6816 Charlotte Pike Ste 110 Nashville West Shopping Center,Nashville,TN,37209,Davidson,Buffalo Wild Wings,Food Chains,703953.0,0.000869376222560313,29.2
344,"Franklin, Tn",35.937418,-86.821521,"320 Spring Creek Dr, Franklin, TN, 37067",320 Spring Creek Dr,Franklin,TN,37067,Williamson,Buffalo Wild Wings,Food Chains,255735.0,0.0009345611668328544,22.5
243,"Mt. Juliet, Tn",36.167727,-86.515274,"100 Adams Ln Providence West Shopping Center, Mount Juliet, TN, 37122",100 Adams Ln Providence West Shopping Center,Mount Juliet,TN,37122,Wilson,Buffalo Wild Wings,Food Chains,151917.0,0.0008754780570969674,33.7
222,"Spring Hill, Tn",35.74181,-86.941209,"1018 Crossings Blvd The Crossings At Spring Hill, Spring Hill, TN, 37174",1018 Crossings Blvd The Crossings At Spring Hill,Spring Hill,TN,37174,Williamson,Buffalo Wild Wings,Food Chains,255735.0,0.0009345611668328544,22.5
257,"Knoxville, Tn - Turkey Creek",35.900717,-84.163449,"11431 Parkside Dr The Pinnacle At Turkey Creek, Farragut, TN, 37934",11431 Parkside Dr The Pinnacle At Turkey Creek,Farragut,TN,37934,Knox,Buffalo Wild Wings,Food Chains,486677.0,0.0008321741113716079,29.1
394,"Johnson City, Tn",36.335223,-82.405907,"2035 Hamilton Place Dr Hamilton Place Town Centre, Johnson City, TN, 37604",2035 Hamilton Place Dr Hamilton Place Town Centre,Johnson City,TN,37604,Washington,Buffalo Wild Wings,Food Chains,134236.0,0.0009386453708394171,33.9
221,"Gallatin, Tn",36.375651,-86.473142,"1109 Nashville Pike The Shops At Gallatin, Gallatin, TN, 37066",1109 Nashville Pike The Shops At Gallatin,Gallatin,TN,37066,Sumner,Buffalo Wild Wings,Food Chains,200557.0,0.0007080281416255728,27.2
353,"Jackson, Tn",35.663216,-88.859022,"1242 Vann Dr, Jackson, TN, 38305",1242 Vann Dr,Jackson,TN,38305,Madison,Buffalo Wild Wings,Food Chains,98775.0,0.0012655024044545685,40.2
256,"Hixson, Tn",35.157224,-85.248536,"5744 Hwy 153 Oak Park Town Center, Hixson, TN, 37343",5744 Hwy 153 Oak Park Town Center,Hixson,TN,37343,Hamilton,Buffalo Wild Wings,Food Chains,369135.0,0.00093732645238192,31.2
340,"Cleveland, Tn",35.211955,-84.866263,"625 Paul Huff Pkwy Mouse Creek Crossing, Cleveland, TN, 37312",625 Paul Huff Pkwy Mouse Creek Crossing,Cleveland,TN,37312,Bradley,Buffalo Wild Wings,Food Chains,110162.0,0.0009168315753163523,37.2
248,"Chattanooga, Tn - Downtown",35.05526,-85.3097,"120 Market St, Chattanooga, TN, 37402",120 Market St,Chattanooga,TN,37402,Hamilton,Buffalo Wild Wings,Food Chains,369135.0,0.00093732645238192,31.2
385,"Cookeville, Tn",36.13866,-85.510469,"1385 Interstate Dr, Cookeville, TN, 38501",1385 Interstate Dr,Cookeville,TN,38501,Putnam,Buffalo Wild Wings,Food Chains,81188.0,0.0011947578459870916,28.3
L518023,Kfc 3215 S. Perkins Rd,35.06092438,-89.90622696,"3215 S Perkins Rd, Memphis, TN, 38118",3215 S Perkins Rd,Memphis,TN,38118,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518022,Kfc 3995 S. 3rd St,35.03964495,-90.0695444,"3995 S 3rd St, Memphis, TN, 38109",3995 S 3rd St,Memphis,TN,38109,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718280,Kfc 710 S. Cumberland Street,36.1875316,-86.29728629,"710 S Cumberland Street, Lebanon, TN, 37087",710 S Cumberland Street,Lebanon,TN,37087,Wilson,KFC,Food Chains,151917.0,0.0008754780570969674,33.7
J718315,Kfc 933 Dolly Parton Parkway,35.8635413,-83.54385012,"933 Dolly Parton Parkway, Sevierville, TN, 37862",933 Dolly Parton Parkway,Sevierville,TN,37862,Sevier,KFC,Food Chains,99517.0,0.0014871830943456897,44.0
L518030,Kfc 2055 Frayser Blvd,35.21693487,-89.99510883,"2055 Frayser Blvd, Memphis, TN, 38127",2055 Frayser Blvd,Memphis,TN,38127,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718250,Kfc 675 Nashville Pike,36.38108322,-86.46209248,"675 Nashville Pike, Gallatin, TN, 37066",675 Nashville Pike,Gallatin,TN,37066,Sumner,KFC,Food Chains,200557.0,0.0007080281416255728,27.2
K365008,Kfc 2301 East 3rd Street,35.03920787,-85.26675195,"2301 East 3rd Street, Chattanooga, TN, 37404",2301 East 3rd Street,Chattanooga,TN,37404,Hamilton,KFC,Food Chains,369135.0,0.00093732645238192,31.2
E320071,"Kfc 2325 Mcgrady Drive, S.E",35.12955399,-84.86443949,"2325 Mcgrady Drive Se, Cleveland, TN, 37323",2325 Mcgrady Drive Se,Cleveland,TN,37323,Bradley,KFC,Food Chains,110162.0,0.0009168315753163523,37.2
J718220,Kfc 1816 Memorial Blvd,35.87336983,-86.38492219,"1816 Memorial Blvd, Murfreesboro, TN, 37129",1816 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,KFC,Food Chains,352182.0,0.0008319562044624654,33.3
J718011,Kfc 2401 Ft. Henry Drive,36.52487792,-82.51923871,"2401 Ft Henry Drive, Kingsport, TN, 37664",2401 Ft Henry Drive,Kingsport,TN,37664,Sullivan,KFC,Food Chains,159265.0,0.0009606630458669514,33.3
J718005,Kfc 1920 N. Roan Street,36.33863103,-82.37330301,"1920 N Roan Street, Johnson City, TN, 37601",1920 N Roan Street,Johnson City,TN,37601,Washington,KFC,Food Chains,134236.0,0.0009386453708394171,33.9
J718227,Kfc 2051 North Highland Avenue,35.65779937,-88.82835417,"2051 North Highland Avenue, Jackson, TN, 38305",2051 North Highland Avenue,Jackson,TN,38305,Madison,KFC,Food Chains,98775.0,0.0012655024044545685,40.2
L518018,Kfc 2452 Jackson Ave,35.15823674,-89.97626544,"2452 Jackson Ave, Memphis, TN, 38108",2452 Jackson Ave,Memphis,TN,38108,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518016,Kfc 869 S. 3rd St,35.12364521,-90.05532213,"869 S 3rd St, Memphis, TN, 38106",869 S 3rd St,Memphis,TN,38106,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J575072,Kfc 1705 Memorial Boulevard,36.49603944,-86.88122055,"1705 Memorial Boulevard, Springfield, TN, 37172",1705 Memorial Boulevard,Springfield,TN,37172,Robertson,KFC,Food Chains,74098.0,0.0008097384544792032,38.1
L518015,Kfc 200 N. Danny Thomas Blvd,35.14852579,-90.04292762,"200 N Danny Thomas Blvd, Memphis, TN, 38105",200 N Danny Thomas Blvd,Memphis,TN,38105,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718047,Kfc 1105 S. Jefferson Avenue,36.134465,-85.50384,"1105 S Jefferson Avenue, Cookeville, TN, 38506",1105 S Jefferson Avenue,Cookeville,TN,38506,Putnam,KFC,Food Chains,81188.0,0.0011947578459870916,28.3
L518031,Kfc 3745 E. Shelby Drive,35.02028298,-89.9386216,"3745 E Shelby Drive, Memphis, TN, 38118",3745 E Shelby Drive,Memphis,TN,38118,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518036,Kfc 2918 N. Broadway Street,35.99915404,-83.92455703,"2918 N Broadway Street, Knoxville, TN, 37917",2918 N Broadway Street,Knoxville,TN,37917,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
E320070,Kfc 2720 Keith Street,35.18533087,-84.87090883,"2720 Keith Street, Cleveland, TN, 37312",2720 Keith Street,Cleveland,TN,37312,Bradley,KFC,Food Chains,110162.0,0.0009168315753163523,37.2
J718327,Kfc 8611 Us Highway 51 N,35.3629472,-89.8905492,"8611 Us Highway 51 N, Millington, TN, 38053",8611 Us Highway 51 N,Millington,TN,38053,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518013,Kfc 1699 Union Ave,35.13539152,-90.00497627,"1699 Union Ave, Memphis, TN, 38104",1699 Union Ave,Memphis,TN,38104,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718169,Kfc 807 Foothills Drive,35.75229209,-83.99844518,"807 Foothills Drive, Maryville, TN, 37801",807 Foothills Drive,Maryville,TN,37801,Blount,KFC,Food Chains,137605.0,0.0006976490679844482,35.9
J718007,Kfc 813 Lynn Garden Drive,36.5642716,-82.56483595,"813 Lynn Garden Drive, Kingsport, TN, 37660",813 Lynn Garden Drive,Kingsport,TN,37660,Sullivan,KFC,Food Chains,159265.0,0.0009606630458669514,33.3
L775018,Kfc 731 West Poplar Avenue,35.0456956,-89.68671111,"731 West Poplar Avenue, Collierville, TN, 38017",731 West Poplar Avenue,Collierville,TN,38017,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518035,Kfc 4200 Chapman Highway,35.93622828,-83.90652148,"4200 Chapman Highway, Knoxville, TN, 37920",4200 Chapman Highway,Knoxville,TN,37920,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
L518017,Kfc 4306 Summer Ave,35.14921491,-89.91724287,"4306 Summer Ave, Memphis, TN, 38122",4306 Summer Ave,Memphis,TN,38122,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718257,Kfc 11503 Chapman Highway,35.86872951,-83.75487822,"11503 Chapman Highway, Seymour, TN, 37865",11503 Chapman Highway,Seymour,TN,37865,Sevier,KFC,Food Chains,99517.0,0.0014871830943456897,44.0
L518038,Kfc 4415 Western Avenue,35.97306455,-83.98497131,"4415 Western Avenue, Knoxville, TN, 37921",4415 Western Avenue,Knoxville,TN,37921,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
L518028,Kfc 4549 Elvis Presley Highway,35.02443785,-90.02558574,"4549 Elvis Presley Highway, Memphis, TN, 38116",4549 Elvis Presley Highway,Memphis,TN,38116,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
L518039,Kfc 409 N. Cedar Bluff Road,35.92250036,-84.09370102,"409 N Cedar Bluff Road, Knoxville, TN, 37923",409 N Cedar Bluff Road,Knoxville,TN,37923,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
J718145,Kfc 2205 Old Fort Parkway,35.84672655,-86.4312411,"2205 Old Fort Parkway, Murfreesboro, TN, 37129",2205 Old Fort Parkway,Murfreesboro,TN,37129,Rutherford,KFC,Food Chains,352182.0,0.0008319562044624654,33.3
L518040,Kfc 6711 Clinton Highway,36.0064927,-84.02384665,"6711 Clinton Highway, Knoxville, TN, 37912",6711 Clinton Highway,Knoxville,TN,37912,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
J575044,Kfc 314 Long Hollow Pike,36.32639408,-86.70104953,"314 Long Hollow Pike, Goodlettsville, TN, 37072",314 Long Hollow Pike,Goodlettsville,TN,37072,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
L518025,Kfc 2256 Lamar Ave,35.10760554,-89.98727524,"2256 Lamar Ave, Memphis, TN, 38114",2256 Lamar Ave,Memphis,TN,38114,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J575040,Kfc 2910 Clarksville Highway,36.19257015,-86.82849147,"2910 Clarksville Highway, Nashville, TN, 37218",2910 Clarksville Highway,Nashville,TN,37218,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
L518029,Kfc 7980 Winchester Road,35.04880841,-89.79669706,"7980 Winchester Road, Memphis, TN, 38125",7980 Winchester Road,Memphis,TN,38125,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718160,Kfc 1030 Shumard Lane,36.00002538,-83.77483819,"1030 Shumard Lane, Knoxville, TN, 37914",1030 Shumard Lane,Knoxville,TN,37914,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
J575038,Kfc 1027 8th Ave. N,36.17219387,-86.79112915,"1027 8th Ave N, Nashville, TN, 37208",1027 8th Ave N,Nashville,TN,37208,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
J718216,Kfc 2634 Murfreesboro Road,36.07274265,-86.63633526,"2634 Murfreesboro Road, Nashville, TN, 37217",2634 Murfreesboro Road,Nashville,TN,37217,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
L518019,Kfc 6028 Stage Rd,35.20522,-89.86236,"6028 Stage Rd, Memphis, TN, 38134",6028 Stage Rd,Memphis,TN,38134,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
K365003,Kfc 2501 Broad St,35.02842769,-85.31680872,"2501 Broad St, Chattanooga, TN, 37408",2501 Broad St,Chattanooga,TN,37408,Hamilton,KFC,Food Chains,369135.0,0.00093732645238192,31.2
L518034,Kfc 1020 Oak Ridge Turnpike,36.02277993,-84.24519585,"1020 Oak Ridge Turnpike, Oak Ridge, TN, 37830",1020 Oak Ridge Turnpike,Oak Ridge,TN,37830,Anderson,KFC,Food Chains,77576.0,0.0009023409301845932,33.5
L518014,Kfc 2785 Lamar Ave,35.09430111,-89.96984315,"2785 Lamar Ave, Memphis, TN, 38114",2785 Lamar Ave,Memphis,TN,38114,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
D446006,Kfc 2725 Fort Campbell Boulevard,36.62416121,-87.43190878,"2725 Fort Campbell Boulevard, Clarksville, TN, 37042",2725 Fort Campbell Boulevard,Clarksville,TN,37042,Montgomery,KFC,Food Chains,227900.0,0.0007591048705572619,36.2
E320091,Kfc 1106 Spratlin Park Dr,36.4158459,-82.4693909,"1106 Spratlin Park Dr, Johnson City, TN, 37615",1106 Spratlin Park Dr,Johnson City,TN,37615,Washington,KFC,Food Chains,134236.0,0.0009386453708394171,33.9
E320144,Kfc 5548 Highway 11 East,36.43721719,-82.3052052,"5548 Highway 11 East, Piney Flats, TN, 37686",5548 Highway 11 East,Piney Flats,TN,37686,Sullivan,KFC,Food Chains,159265.0,0.0009606630458669514,33.3
J718137,Kfc 117 Colonial Lane,36.23207669,-84.16077451,"117 Colonial Lane, Rocky Top, TN, 37769",117 Colonial Lane,Rocky Top,TN,37769,Anderson,KFC,Food Chains,77576.0,0.0009023409301845932,33.5
J575046,Kfc 415 Gallatin Pike North,36.2666191,-86.71141,"415 Gallatin Pike North, Madison, TN, 37115",415 Gallatin Pike North,Madison,TN,37115,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
J575059,Kfc 803 Hwy.76,36.46876716,-86.6772091,"803 Hwy76, White House, TN, 37188",803 Hwy76,White House,TN,37188,Robertson,KFC,Food Chains,74098.0,0.0008097384544792032,38.1
J575045,Kfc 541 Donelson Pike,36.14626523,-86.66608851,"541 Donelson Pike, Nashville, TN, 37214",541 Donelson Pike,Nashville,TN,37214,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
L518081,Kfc 7122 Kingston Pike,35.9305936,-84.0262635,"7122 Kingston Pike, Knoxville, TN, 37919",7122 Kingston Pike,Knoxville,TN,37919,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
L518033,Kfc 3255 Austin Peay Hwy,35.214765,-89.91636467,"3255 Austin Peay Hwy, Memphis, TN, 38128",3255 Austin Peay Hwy,Memphis,TN,38128,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J575065,Kfc 290 Hicks Road,36.07355267,-86.92566402,"290 Hicks Road, Nashville, TN, 37221",290 Hicks Road,Nashville,TN,37221,Davidson,KFC,Food Chains,703953.0,0.000869376222560313,29.2
K365005,Kfc 5323 Highway 153,35.12888735,-85.24383431,"5323 Highway 153, Hixson, TN, 37343",5323 Highway 153,Hixson,TN,37343,Hamilton,KFC,Food Chains,369135.0,0.00093732645238192,31.2
K365010,Kfc 5038 Hunter Road,35.0872336,-85.0726161,"5038 Hunter Road, Ooltewah, TN, 37363",5038 Hunter Road,Ooltewah,TN,37363,Hamilton,KFC,Food Chains,369135.0,0.00093732645238192,31.2
K365009,Kfc 4856 Highway 58,35.09230215,-85.18052496,"4856 Highway 58, Chattanooga, TN, 37416",4856 Highway 58,Chattanooga,TN,37416,Hamilton,KFC,Food Chains,369135.0,0.00093732645238192,31.2
L518037,Kfc 7228 Maynardville Pike,36.08244256,-83.92663927,"7228 Maynardville Pike, Knoxville, TN, 37918",7228 Maynardville Pike,Knoxville,TN,37918,Knox,KFC,Food Chains,486677.0,0.0008321741113716079,29.1
L518021,Kfc 6262 Winchester Rd,35.05007465,-89.85406467,"6262 Winchester Rd, Memphis, TN, 38115",6262 Winchester Rd,Memphis,TN,38115,Shelby,KFC,Food Chains,924454.0,0.0007680209074761967,34.9
J718107,Kfc 2590 West State Street,36.59464184,-82.21226641,"2590 West State Street, Bristol, TN, 37620",2590 West State Street,Bristol,TN,37620,Sullivan,KFC,Food Chains,159265.0,0.0009606630458669514,33.3
